product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
11997,Ironclad Furniture Elite,19,6180,1222,,"High quality furniture from Ironclad, built for everyday reliability.",6.0,722.62,4507
11998,Beacon Grooming Ultra,43,3833,604,Beacon,"High quality grooming from Beacon, built for everyday reliability.",36.0,1956.79,2754
11999,Cascadia Tyres & Wheels Studio,57,890,897,Cascadia,"High quality tyres & wheels from Cascadia, built for everyday reliability.",12.0,642.34,3951
12000,Statik Accessories Ultra,27,1053,57,Statik,"High quality accessories from Statik, built for everyday reliability.",6.0,786.05,2181
12001,Kairo Car Accessories Essential,54,5537,764,,"High quality car accessories from Kairo, built for everyday reliability.",36.0,906.97,2697
12002,Lumen Fragrances Mini,42,4,492,Lumen,"High quality fragrances from Lumen, built for everyday reliability.",18.0,693.81,3669
12003,Northgate Televisions Edition,15,322,1437,Northgate,"High quality televisions from Northgate, built for everyday reliability.",18.0,328.78,2803
12004,Alto Footwear Classic,26,2276,560,Alto,,24.0,1688.01,4501
12005,Pinehurst Children's Books One,36,609,418,Pinehurst,"High quality children's books from Pinehurst, built for everyday reliability.",18.0,439.18,156
12006,Brightline Bedding Pro,20,2515,170,Brightline,"High quality bedding from Brightline, built for everyday reliability.",18.0,1891.26,12
12007,Halcyon Organizers Series X,61,4480,622,Halcyon,"High quality organizers from Halcyon, built for everyday reliability.",12.0,1104.37,4043
12008,Solace Motorbike Accessories Pro,55,4462,1330,Solace,"High quality motorbike accessories from Solace, built for everyday reliability.",6.0,585.18,2024
12009,Trueform Tablets One,16,3187,1354,Trueform,"High quality tablets from Trueform, built for everyday reliability.",6.0,252.48,4713
12010,Rosewood Furniture Flex,60,3944,961,Rosewood,"High quality furniture from Rosewood, built for everyday reliability.",18.0,585.69,3960
12011,Brightline Headphones Elite,13,7499,525,Brightline,"High quality headphones from Brightline, built for everyday reliability.",6.0,1264.75,4187
12012,Brightline Fiction Studio,34,4777,424,Brightline,,12.0,1962.36,2599
12013,Zentra Cookware Neo,18,942,206,Zentra,"High quality cookware from Zentra, built for everyday reliability.",12.0,1981.59,1917
12014,Lumen Tools Edition,56,6847,1194,Lumen,"High quality tools from Lumen, built for everyday reliability.",24.0,547.98,1349
12015,Beacon Smartwatches Neo,17,6405,11,Beacon,"High quality smartwatches from Beacon, built for everyday reliability.",6.0,1041.04,744
12016,Ironclad Snacks Core,49,4844,1181,Ironclad,"High quality snacks from Ironclad, built for everyday reliability.",36.0,1344.44,2182
12017,Trueform Action Figures Studio,44,7021,769,Trueform,"High quality action figures from Trueform, built for everyday reliability.",6.0,1394.29,2729
12018,Northgate Cameras Flex,14,6471,679,Northgate,"High quality cameras from Northgate, built for everyday reliability.",36.0,1657.21,1777
12019,Alderwood Smartwatches Pro,17,2192,798,Alderwood,"High quality smartwatches from Alderwood, built for everyday reliability.",18.0,1642.72,415
12020,Kairo Televisions Mini,15,6291,1320,Kairo,"High quality televisions from Kairo, built for everyday reliability.",,1590.71,4595
12021,Cascadia Academic Prime,38,4190,189,Cascadia,"High quality academic from Cascadia, built for everyday reliability.",36.0,1701.71,1120
12022,Kestrel Fiction Essential,34,994,182,Kestrel,"High quality fiction from Kestrel, built for everyday reliability.",24.0,914.8,958
12023,Willowmere Furniture Lite,60,279,608,,"High quality furniture from Willowmere, built for everyday reliability.",6.0,247.92,2319
12024,Verdant Outdoor Toys Lite,47,3862,848,Verdant,"High quality outdoor toys from Verdant, built for everyday reliability.",24.0,820.16,3824
12025,Alto Smartphones Classic,11,1852,221,Alto,"High quality smartphones from Alto, built for everyday reliability.",36.0,1301.3,3591
12026,Zentra Fragrances Series X,42,4255,1366,Zentra,,36.0,1725.97,4172
12027,Brightline Furniture Plus,60,2162,510,Brightline,"High quality furniture from Brightline, built for everyday reliability.",36.0,820.07,668
12028,Statik Cleaning Supplies Edition,23,1558,604,Statik,,18.0,1930.27,3000
12029,Cascadia Televisions Neo,15,2237,503,Cascadia,"High quality televisions from Cascadia, built for everyday reliability.",12.0,77.09,3461
12030,Statik Non-Fiction One,35,3625,1037,Statik,"High quality non-fiction from Statik, built for everyday reliability.",18.0,1771.69,2296
12031,Trueform Academic Prime,38,6574,1231,Trueform,"High quality academic from Trueform, built for everyday reliability.",36.0,457.35,3164
12032,Crestview Beverages Ultra,50,1738,1405,Crestview,"High quality beverages from Crestview, built for everyday reliability.",36.0,33.14,498
12033,Beacon Tools Plus,56,4118,330,Beacon,,24.0,1779.29,1331
12034,Verdant Cleaning Supplies Series X,23,514,1062,Verdant,"High quality cleaning supplies from Verdant, built for everyday reliability.",36.0,597.01,272
12035,Northgate Organizers Max,61,1544,359,Northgate,"High quality organizers from Northgate, built for everyday reliability.",36.0,557.83,3544
12036,Rosewood Snacks One,49,4958,726,Rosewood,"High quality snacks from Rosewood, built for everyday reliability.",36.0,1201.02,2844
12037,Alderwood Cookware 2.0,18,2881,263,Alderwood,"High quality cookware from Alderwood, built for everyday reliability.",24.0,857.29,215
12038,Solace Makeup Max,41,4814,769,Solace,"High quality makeup from Solace, built for everyday reliability.",6.0,1964.44,1519
12039,Rosewood Comics Studio,37,7935,1292,Rosewood,"High quality comics from Rosewood, built for everyday reliability.",6.0,1972.05,144
12040,Alto Children's Books Elite,36,1276,708,Alto,"High quality children's books from Alto, built for everyday reliability.",12.0,1342.28,1215
12041,Lumen Puzzles 2.0,46,195,276,Lumen,"High quality puzzles from Lumen, built for everyday reliability.",12.0,1973.75,2430
12042,Zentra Men's Clothing Elite,24,2210,1022,Zentra,"High quality men's clothing from Zentra, built for everyday reliability.",6.0,215.88,3532
12043,Verdant Dairy Neo,52,4240,1146,Verdant,"High quality dairy from Verdant, built for everyday reliability.",24.0,1486.62,3868
12044,Willowmere Staples Mini,51,6246,1044,Willowmere,,6.0,1873.42,2052
12045,Zentra Accessories Series X,27,388,933,Zentra,"High quality accessories from Zentra, built for everyday reliability.",36.0,965.54,594
12046,Rosewood Staples Neo,51,6212,642,Rosewood,"High quality staples from Rosewood, built for everyday reliability.",24.0,1391.01,4391
12047,Brightline Lighting Prime,22,2612,802,,"High quality lighting from Brightline, built for everyday reliability.",24.0,1679.85,3009
12048,Kairo Tyres & Wheels Core,57,1345,256,Kairo,"High quality tyres & wheels from Kairo, built for everyday reliability.",12.0,89.57,3912
12049,Kairo Tyres & Wheels Flex,57,2288,45,Kairo,"High quality tyres & wheels from Kairo, built for everyday reliability.",12.0,80.7,1069
12050,Cascadia Bags Prime,28,7251,1215,Cascadia,,12.0,312.94,1955
12051,Novara Board Games Pro,45,2219,1280,Novara,"High quality board games from Novara, built for everyday reliability.",6.0,1346.98,2679
12052,Lumen Snacks Studio,49,776,593,Lumen,"High quality snacks from Lumen, built for everyday reliability.",6.0,1484.05,2343
12053,Zentra Cameras Ultra,14,525,210,Zentra,"High quality cameras from Zentra, built for everyday reliability.",6.0,776.54,3932
12054,Marlowe Bedding Air,20,4569,464,Marlowe,"High quality bedding from Marlowe, built for everyday reliability.",24.0,1479.33,1008
12055,Alto Organizers Essential,61,369,479,Alto,"High quality organizers from Alto, built for everyday reliability.",6.0,1457.47,4553
12056,Nordwell Outdoor Toys Classic,47,5992,183,Nordwell,"High quality outdoor toys from Nordwell, built for everyday reliability.",12.0,317.9,3970
12057,Statik Snacks Neo,49,642,1424,Statik,"High quality snacks from Statik, built for everyday reliability.",36.0,164.44,2176
12058,Kairo Team Sports Edition,32,3424,1250,Kairo,"High quality team sports from Kairo, built for everyday reliability.",36.0,627.87,2799
12059,Lumen Bags Ultra,28,456,31,Lumen,"High quality bags from Lumen, built for everyday reliability.",6.0,41.93,2558
12060,Rosewood Grooming Edition,43,6063,501,Rosewood,"High quality grooming from Rosewood, built for everyday reliability.",36.0,1391.61,2273
12061,Crestview Stationery Core,58,7171,1130,Crestview,"High quality stationery from Crestview, built for everyday reliability.",12.0,1252.7,360
12062,Northgate Car Accessories Mini,54,7715,838,Northgate,"High quality car accessories from Northgate, built for everyday reliability.",12.0,1637.31,3416
12063,Marlowe Camping Gear Go,30,6427,351,Marlowe,"High quality camping gear from Marlowe, built for everyday reliability.",36.0,575.11,2578
12064,Statik Smartphones Edition,11,2829,1267,Statik,"High quality smartphones from Statik, built for everyday reliability.",24.0,1276.38,506
12065,Zentra Academic Go,38,5628,1186,Zentra,"High quality academic from Zentra, built for everyday reliability.",,80.29,4353
12066,Solace Laptops Essential,12,1629,358,,"High quality laptops from Solace, built for everyday reliability.",12.0,60.13,2941
12067,Ironclad Fragrances Core,42,1982,370,Ironclad,"High quality fragrances from Ironclad, built for everyday reliability.",6.0,460.36,3597
12068,Lumen Team Sports Essential,32,5076,906,Lumen,"High quality team sports from Lumen, built for everyday reliability.",,304.18,2031
12069,Verdant Televisions Ultra,15,3263,177,Verdant,"High quality televisions from Verdant, built for everyday reliability.",18.0,757.93,1182
12070,Lumen Fiction Plus,34,3149,1043,Lumen,"High quality fiction from Lumen, built for everyday reliability.",18.0,185.26,3780
12071,Solace Fiction Essential,34,1516,1069,Solace,,12.0,668.97,2340
12072,Beacon Fitness Equipment Prime,29,4381,1465,Beacon,"High quality fitness equipment from Beacon, built for everyday reliability.",24.0,412.47,3983
12073,Ironclad Motorbike Accessories Flex,55,6895,1329,Ironclad,"High quality motorbike accessories from Ironclad, built for everyday reliability.",6.0,1267.72,2595
12074,Marlowe Action Figures Max,44,6189,348,Marlowe,,24.0,811.45,1753
12075,Northgate Academic Essential,38,4777,1432,Northgate,"High quality academic from Northgate, built for everyday reliability.",18.0,833.0,87
12076,Zentra Accessories Ultra,27,3259,736,Zentra,"High quality accessories from Zentra, built for everyday reliability.",6.0,532.02,2847
12077,Rosewood Lighting Core,22,6087,1485,Rosewood,"High quality lighting from Rosewood, built for everyday reliability.",36.0,51.43,3533
12078,Northgate Staples Go,51,7090,637,Northgate,"High quality staples from Northgate, built for everyday reliability.",36.0,205.72,2964
12079,Halcyon Dairy Prime,52,6212,865,Halcyon,"High quality dairy from Halcyon, built for everyday reliability.",,440.78,1201
12080,Statik Tablets Neo,16,2003,1092,Statik,"High quality tablets from Statik, built for everyday reliability.",12.0,1943.86,2143
12081,Northgate Board Games Plus,45,7017,325,Northgate,"High quality board games from Northgate, built for everyday reliability.",,1283.87,2490
12082,Marlowe Organizers Series X,61,6171,620,Marlowe,"High quality organizers from Marlowe, built for everyday reliability.",12.0,550.43,4319
12083,Rosewood Accessories Studio,27,5754,822,Rosewood,"High quality accessories from Rosewood, built for everyday reliability.",6.0,56.15,3640
12084,Alderwood Fitness Equipment Classic,29,4485,716,Alderwood,"High quality fitness equipment from Alderwood, built for everyday reliability.",18.0,1738.31,3855
12085,Halcyon Bedding Pro,20,7528,990,Halcyon,"High quality bedding from Halcyon, built for everyday reliability.",24.0,1805.37,535
12086,Cascadia Bakery Elite,53,7145,1013,Cascadia,"High quality bakery from Cascadia, built for everyday reliability.",18.0,1051.54,4626
12087,Trueform Skincare Lite,39,4832,1088,Trueform,"High quality skincare from Trueform, built for everyday reliability.",12.0,783.27,33
12088,Ironclad Cameras Series X,14,3546,53,Ironclad,"High quality cameras from Ironclad, built for everyday reliability.",6.0,778.9,2268
12089,Verdant Headphones Pro,13,2564,1272,Verdant,"High quality headphones from Verdant, built for everyday reliability.",36.0,31.17,643
12090,Pinehurst Footwear Classic,26,4382,194,Pinehurst,"High quality footwear from Pinehurst, built for everyday reliability.",18.0,1284.48,3088
12091,Halcyon Academic Ultra,38,3247,1224,,"High quality academic from Halcyon, built for everyday reliability.",36.0,736.87,1892
12092,Vivex Accessories Go,27,2732,898,Vivex,"High quality accessories from Vivex, built for everyday reliability.",18.0,1907.45,4702
12093,Nordwell Team Sports Pro,32,2437,522,Nordwell,"High quality team sports from Nordwell, built for everyday reliability.",18.0,1532.05,3362
12094,Lumen Dairy One,52,3235,995,Lumen,"High quality dairy from Lumen, built for everyday reliability.",6.0,1728.56,3921
12095,Statik Tyres & Wheels Studio,57,2700,627,Statik,"High quality tyres & wheels from Statik, built for everyday reliability.",24.0,409.84,591
12096,Verdant Bags Air,28,3597,325,Verdant,"High quality bags from Verdant, built for everyday reliability.",6.0,1267.68,3869
12097,Northgate Outdoor Toys Mini,47,5009,1458,Northgate,,18.0,112.34,1010
12098,Rosewood Fitness Equipment Edition,29,446,1192,Rosewood,"High quality fitness equipment from Rosewood, built for everyday reliability.",36.0,1309.53,4962
12099,Zentra Yoga Max,33,3834,1374,Zentra,"High quality yoga from Zentra, built for everyday reliability.",,1465.99,1728
12100,Crestview Furniture Prime,60,598,370,Crestview,"High quality furniture from Crestview, built for everyday reliability.",12.0,1533.65,4648
12101,Northgate Outdoor Toys Air,47,5072,37,Northgate,"High quality outdoor toys from Northgate, built for everyday reliability.",12.0,1106.37,3432
12102,Pinehurst Cookware Core,18,5986,360,Pinehurst,"High quality cookware from Pinehurst, built for everyday reliability.",6.0,175.2,2454
12103,Halcyon Printers 2.0,59,3480,802,,"High quality printers from Halcyon, built for everyday reliability.",6.0,419.94,3953
12104,Statik Footwear 2.0,26,2497,207,Statik,"High quality footwear from Statik, built for everyday reliability.",36.0,459.11,2561
12105,Rosewood Accessories Classic,27,5787,124,Rosewood,"High quality accessories from Rosewood, built for everyday reliability.",12.0,1598.95,2603
12106,Trueform Yoga One,33,3030,509,Trueform,"High quality yoga from Trueform, built for everyday reliability.",36.0,397.97,4675
12107,Alderwood Camping Gear Core,30,1904,508,Alderwood,"High quality camping gear from Alderwood, built for everyday reliability.",12.0,1508.8,782
